cep,logradouro,complemento,unidade,bairro,localidade,uf,estado,região,ibge,gia,ddd,siafi
57600-145,Praça Hélio Teixeira,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-150,Rua Chico Pinto,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-180,Rua Esperidião Sampaio,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-170,Praça Francisco Cavalcante,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-190,Praça Humberto Mendes,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-200,Rua Luiz Pinto de Andrade,lado par,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-210,Rua Frei Domingos,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-230,Rua José de Freitas Silva,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-300,Rua Julião Paulo Silva,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-290,Praça São Pedro,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-260,Rua Marçal de Oliveira,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-390,4ª Travessa Antônio Matias,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-270,Rua João XXIII,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-360,1ª Travessa Antônio Matias,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-320,Rua Miguel Monteiro,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-370,2ª Travessa Antônio Matias,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-400,Vila Vitória,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-330,Travessa Miguel Monteiro,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-205,Vila Santo Inácio,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-340,Rua Adolfo Pinto,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-280,Rua Leopoldo Duarte,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-220,Rua Lauro de Almeida,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-250,Rua Padre Dimas,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-240,Rua Manoel Gomes da Silva,lado ímpar,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-310,Rua José Pinto de Barros,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-380,3ª Travessa Antônio Matias,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-410,Praça Moreno Brandão,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-430,Rua Antônio Capitulino Vasconcelos,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-420,Rua Bráulio Cavalcante,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-440,Rua José Mendes Ferreira,lado par,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-450,Travessa José Dias de Oliveira,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-460,Rua Chico Nunes,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-480,Praça Monsenhor Macêdo,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-470,Praça do Rosário,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-550,Rua Pio XII,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-555,1ª Travessa Pio XII,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-575,Travessa Professor Guedes de Miranda,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-560,2ª Travessa Pio XII,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-580,Travessa Zeca Paulo,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-590,Rua Dom Bôsco,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-600,Rua São Geraldo,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-630,Rua Santa Isabel,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-645,Travessa Boa Vista,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-570,Rua Professor Guedes de Miranda,lado par,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-650,Rua Idalino Araújo,lado par,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-680,Rua Dez de Abril,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-640,Rua Vereador Emídio Tenório,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-610,Rua São Sebastião,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-660,Rua Dezesseis de Setembro,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-700,Rua José Caetano de Morais,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-688,Rua Santos Dumont,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-690,Rua Solidão,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-620,Rua Santo Antônio,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-703,3ª Travessa José Caetano de Moraes,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-704,2ª Travessa José Caetano de Moraes,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-710,Rua São Miguel,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-705,Travessa José Caetano de Morais,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-716,2ª Travessa São Miguel,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-715,1ª Travessa São Miguel,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-720,Rua Vereador Mário Leite,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-725,Rua Camara Junior,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-730,Rua Monte Bela Vista,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-800,Rua Gabino Besouro,,,Tenório Cavalcante,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-806,Rua Manoel Gomes da Silva,lado par,,Tenório Cavalcante,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-160,Rua João Valério,,,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-810,Rua Dom Armando Lombardi,lado ímpar,,Tenório Cavalcante,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-820,Rua Doutor Fernandes de Barros,,,Tenório Cavalcante,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-830,Rua Coronel Antônio Pantaleão,,,Tenório Cavalcante,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-840,Rua Vicente e Zenaide Marques,,,Tenório Cavalcante,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-970,Rua Duque de Caxias,181,AC Palmeira dos Índios,Centro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-010,Rua Pedro Soares da Mota,lado ímpar,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-030,Rua Luiza Tereza da Conceição,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-020,Rua Antônio Ribeiro,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-070,Rua Mariano de Freitas,lado par,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-040,Vila Rejane,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-140,Avenida Sete de Setembro,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-100,Avenida Vieira de Brito,até 978/979,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-170,Rua Prefeito José Araújo,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-090,Rua Quinze de Novembro,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-060,Vila do Ferreira,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-120,Largo São Cristovão,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-185,Praça Doutor José Valdomiro Mota,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-150,Rua Vinte de Agosto,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-050,Vila Nossa Senhora de Lourdes,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-160,Rua Manoel Augusto dos Santos,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-175,Rua Vinte e Sete de Julho,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-180,Rua José Tavares Rocha,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-080,Rua Pedro Barbosa,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-190,Rua Ary Alves dos Santos,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-200,Rua Sebastião Ramos,lado par,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-210,Rua Estudante Márcio Emmanoel Gomes da Silva,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-240,Rua José Joaquim de Oliveira,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-220,Avenida Alagoas,até 109/110,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-250,Rua Getúlio Vargas,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-275,Travessa Fiscal José Passos,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-280,Avenida Holanda,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-260,Rua José Miguel Pereira,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-290,Rua Neco Barbosa,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-300,Avenida Hércilio Barros Duarte,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-315,Travessa Manoel Rodrigues de Queiroz,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-320,Rua Prefeito Minervo Fernando Pimentel,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-310,Rua Cacique Francelino,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-324,Rua Antônio Vieira Peixoto,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-322,Rua Tabelião Luiz Vieira de Barros,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-326,Rua Vera Cruz,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-332,Rua José Elias Neves,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-334,Rua Aristido Roque,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-340,Rua Fiscal José Miguel Pereira,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-380,Rua Francisco Ferreira Barbosa,até 278/279,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-410,Vila Ney,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-400,Vila dos Milagres,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-422,Rua Mariana Rodrigues de Melo,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-430,Rua Major Azarias,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-390,Travessa Francisco Ferreira Barbosa,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-420,Rua Fiscal Muritiba,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-350,Rua Manoel Rodrigues de Queiroz,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-370,Avenida Deputado Medeiros Neto,,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57600-595,Travessa Dom Bôsco,,,Alto do Cruzeiro,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57601-440,Rua Bráulio Montenegro,até 259/260,,São Cristóvão,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-000,Rua Doutor Aristeu Arruda,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-020,Avenida Hermelinda Barbosa,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-010,Rua Clodoaldo da Fonseca,de 162 ao fim - lado par,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-040,Rua Intendente Belarmino Teixeira Cavalcante,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-030,Rua Prefeito Miguel Lopes,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-050,Rua Manoel Origenes de Oliveira,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-060,Rua Pedro Carnaúba,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-070,Rua Maria José Maia,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-080,Avenida Conselheiro Sebastião Lima,de 275/276 ao fim,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-120,Rua José Tobias da Costa Filho,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-100,Rua Oscar Lins,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-110,Rua Professor José Limeira,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-130,Avenida Graciliano Ramos,lado ímpar,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-140,Rua José Amaral,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-150,Rua José Evaristo,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-145,Travessa José Amaral,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-160,Rua Dondon Tobias,,,Paraíso,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-170,Rua Domingos Roque Costa,,,São Luiz,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-230,Rua Francisco Moura,,,São Luiz,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-180,Rua Ana Adelaide Duarte,,,São Luiz,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-190,Rua Antônio Marques Amorim,,,São Luiz,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-255,Travessa Raimundo Roque da Costa,,,São Luiz,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-260,Rua José Julião de Melo,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-210,Rua Mestre Antônio dos Santos,,,São Luiz,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-200,Rua João Tavares Silva,,,São Luiz,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-250,Rua Raimundo Roque da Costa,,,São Luiz,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-220,Rua Mestre Jaú,,,São Luiz,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-240,Avenida Conselheiro Sebastião Lima,até 269/270,,São Luiz,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-270,Rua Genésio Moreira,até 681/682,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-275,1ª Travessa Genésio Moreira,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-290,2ª Travessa Genésio Moreira,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-280,Rua Sebastião Medeiros,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-300,Rua Leu Wanderley,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-282,Rua Dondon Tobias,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-285,Travessa Sebastião Medeiros,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-315,Rua José Amaral,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-320,Rua Clarindo Amorim,lado ímpar,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-330,Rua Vereador Zeca Paulo,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-340,Rua Tertuliano Canuto,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-350,Rua Antero Amorim,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-420,Rua Fiscal Pedro Leitão,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-430,Rua Vigário Lessa,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-380,Rua Doutor Miguel Lopes,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-370,Rua Manoel Higino da Costa,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-390,Rua Gaudêncio Moura,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-440,Rua Pedro Gaia,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-400,Rua Idalino de Araújo,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-450,Rua Fredovino Maia,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-470,Rua Vereador Elói Barbosa,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-460,Rua José Leite Costa,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-490,Avenida Muniz Falcão,,,José Maia Costa,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-480,Rua Emerentino Costa,,,São Francisco,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-492,Rua Caracioly Soares,lado ímpar,,José Maia Costa,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-493,Rua Engenheiro José da Rocha Leite,,,José Maia Costa,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-495,Rua Giselma Maia Costa,,,José Maia Costa,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-497,Rua Aristeu Cavalcante,,,José Maia Costa,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-494,Rua Vereador Antônio Balbino,,,José Maia Costa,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-496,Rua Virgílio da Silva Filho,,,José Maia Costa,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-525,Rua José Roberto Cavalcante,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-500,Rua Valdemar Holanda Cavalcante,,,José Maia Costa,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-520,Rua Manoel Nicácio,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-531,Rua Maria Edilia Santos,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-532,Rua Radialista Valdemar Correia,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-498,Rua Luiz Vieira de Barros,,,José Maia Costa,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-533,Rua Vinícius de Morais,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-534,Rua Napoleão Ricardo da Silva,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-535,Rua Sargento Manoel Morais Santos da Silva,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-536,Rua Moacir Alfredo da Silva,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-660,Rua Vila Nova,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-537,Rua João Pinheiro Cavalcante,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-540,Rua São João,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-640,Rua Abílio Balbino,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-650,Rua Marujo Ferreira de Castro,lado par,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-550,Rua Dom Otávio Aguiar,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-685,Travessa Maria Tenório Cavalcante,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-690,Rua Fiscal José Evaristo,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-730,Rua Fiscal Horácio Bezerra,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-012,Rua Gerson Raimundo dos Santos,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-680,Rua Maria Tenório Cavalcante,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-008,Rua Izabel Lourenço da Silva Souza,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-670,Rua Ulisses Tenório Cavalcante,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-014,Rua José Sineyde,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-016,Rua Hamilton Didier,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-750,Rua Maria Cícera Lourenço Barbosa,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57602-710,Rua Luiza Marques Luz,,,Ribeira,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-020,Rua José Sampaio,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-010,Rua George Costa Sampaio,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-040,Rua Sebastião Barbosa,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-030,Rua Doutor Rubens Cavalcante Amorim,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-075,Rua Tabelião Fernandes de Barros,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-080,Rua Deputado Francisco Pimentel,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-085,Rua Antônio Francisco,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-060,Rua José Canuto da Gama,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-090,Rua Tabelião Luiz Vieira de Barros,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-100,Rua Expedicionário José Viana da Silva,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-110,Rua Ademir Ferreira,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-122,Rua Manoel Sampaio Luz,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-120,Rua Elói Soares da Costa,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-128,Rua Cariolando Ferreira de Alencar,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-126,Travessa Manoel Sampaio Luz,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-132,Rua Doutor Alexandre Magno Gaia Duarte,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-130,Rua Radialista Antônio Martins Filho,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-124,Rua Heloisa Costa Sampaio,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
57603-131,Rua Doutora Remilda Caparica Maia Sarmento,,,Juca Sampaio,Palmeira dos Índios,AL,Alagoas,,2706307,,82,2825
